name,price_level,rating,types,user_ratings_total,lat,lng,closest_metro,closest_metro_km,Quantity of nearest museum,Quantity of nearest art_gallery,Quantity of nearest shopping_mall,Quantity of nearest places_tourist_attraction,Quantity of nearest same establishment,opportunity_take_away,"distance_to_center, km",result
Losinyy Ray,,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.8356166,30.36580630000001,['Купчино'],0.8347940569354192,0,0,7,1,13,0,11.224495324229878,15.0
Shaverma,,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",35.0,59.83595989999999,30.3659712,['Купчино'],0.8586645568691994,0,0,7,1,11,0,11.188985935384075,129.5
Urgench,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,59.8358463,30.36582169999999,['Купчино'],0.8539767554090791,0,0,7,1,12,0,11.199632823987532,24.0
Tasty Shaverma WoW Adam,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",242.0,59.83513680000001,30.363174600000004,['Звёздная'],0.7895314247601268,0,1,9,1,25,0,11.247477405134228,1064.8000000000002
Kafe Mirazh,,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",57.0,59.84222370000001,30.3625108,['Звёздная'],1.235807619917359,0,0,4,1,13,0,10.466164769571105,245.1
tea sea,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",19.0,59.8330751,30.3908719,['Дунайская'],0.7857719275859248,0,0,21,0,23,0,11.864202480223382,85.5
Север Метрополь,2.0,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",73.0,59.832607,30.3890317,['Купчино'],0.8224384503593919,0,0,24,2,27,0,11.881980871830864,313.9
Bistro,1.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",36.0,59.83257,30.391847100000003,['Дунайская'],0.824277110109133,0,0,15,0,23,0,11.934814696223599,158.4
"Edem, Kafe-Bar",,3.9,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",47.0,59.8388071,30.385472,['Дунайская'],0.5670020752196164,0,0,8,0,18,0,11.16325473662828,183.29999999999998
Vkus Vostoka,,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",88.0,59.83583410000001,30.38199470000001,['Купчино'],0.7588228409125288,0,0,16,2,23,0,11.42263883212936,404.79999999999995
Luna,,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",41.0,59.83382140000001,30.3910603,['Дунайская'],0.7038893091327936,0,0,9,0,21,0,11.788597061828506,151.70000000000002
Bil'yard,,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",58.0,59.83346969999999,30.3915547,['Дунайская'],0.7321091067244034,0,0,11,0,22,0,11.834539929001458,214.60000000000002
Coffee Like,2.0,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.83332499999999,30.390367,['Дунайская'],0.7694332704903758,0,0,21,2,22,0,11.828911668666036,12.0
Shaverma U Leyly,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",70.0,59.8334566,30.3916167,['Дунайская'],0.7324864895386034,0,0,11,0,22,0,11.83702665843256,308.0
Detskoye Prostranstvo Bon Appetit,,3.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.83328499999999,30.3904899,['Дунайская'],0.7710869644547995,0,0,21,2,22,0,11.835294591212639,7.0
Булочная Ф. Вольчека № 69,1.0,4.7,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",78.0,59.83271920000001,30.3893724,['Купчино'],0.8448188739138313,0,0,24,2,27,0,11.875897992281686,366.6
Tvoya Lyubimaya Shaverma,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.83265260000001,30.3892077,['Купчино'],0.8334868399617241,0,0,26,2,27,0,11.880145070676223,5.0
Peshchera,,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",91.0,59.83407640000001,30.40047440000001,['Дунайская'],0.6927527800322109,0,2,8,0,16,0,11.939268929203525,382.2
Elya,2.0,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",152.0,59.83323300000001,30.41006399999999,['Дунайская'],1.0963872871366491,0,2,2,0,5,0,12.22748991966271,653.6
Staryy Gorod,2.0,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",299.0,59.84138890000001,30.40222219999999,['Дунайская'],0.4234438176954288,0,0,4,0,8,0,11.219331211638497,1285.7
Kafe Zilol,,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",8.0,59.83391429999999,30.39968140000001,['Дунайская'],0.6926592724560348,0,0,8,0,16,0,11.940410316359811,32.8
Kino Bar,,4.2,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",50.0,59.834408,30.419561,['Дунайская'],1.479162302118916,0,2,2,0,4,0,12.327362765381338,210.0
"North-Metropol, Coffee-Shop network",2.0,4.6,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",143.0,59.83456500000001,30.5048714,['Рыбацкое'],0.4734730862285968,0,0,14,2,14,0,15.009048542207395,657.8
Chacha I Khinkali,2.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",564.0,59.83335969999999,30.50669499999999,['Рыбацкое'],0.4415426080892346,0,0,13,2,14,0,15.17721981871021,2650.8
Neva Cafe,2.0,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",332.0,59.8377228,30.51613420000001,['Рыбацкое'],1.1591569570108575,0,0,6,2,5,0,15.189268194068191,1427.6
Tasty Shaverma,,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",93.0,59.8350654,30.5122873,['Рыбацкое'],0.8070031166430167,0,0,13,2,13,0,15.251153297465338,390.6
Shaverma,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.833323,30.507042,['Рыбацкое'],0.4547245018377903,0,0,13,2,14,0,15.193318888243732,25.0
Bushe,2.0,4.6,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",530.0,59.8496172,30.1428376,['Проспект Ветеранов'],6.154638976547606,0,0,5,0,14,0,13.862655852829755,2438.0
Chocolate Bar,,2.8,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.8492478,30.14405399999999,['Проспект Ветеранов'],6.081469385158954,0,0,5,0,17,0,13.840939265595477,14.0
Llaollao,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,59.84924700000001,30.14435679999999,['Проспект Ветеранов'],6.06463824164058,0,0,5,0,17,0,13.828636319012139,24.0
Starbucks в Жемчужной Плазе,2.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",17.0,59.8491588,30.144694,['Проспект Ветеранов'],6.044591043505513,0,0,5,0,17,0,13.82162271646004,79.9
British Bakery,2.0,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",107.0,59.84959429999999,30.1444952,['Проспект Ветеранов'],6.0622843892052725,0,0,5,0,18,0,13.79648622276355,428.0
Pekarnya,,2.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.851588,30.1483168,['Проспект Ветеранов'],5.8868516458149625,0,0,5,0,18,0,13.488303399781698,2.0
Shashlychnyy Dvorik,,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']",141.0,59.8478652,30.167615500000004,['Проспект Ветеранов'],4.752077310690112,2,2,0,4,7,0,13.023503803787587,549.9
Lavka Shavermy Shukhrata Kesikbayeva,,3.4,"['cafe', 'food', 'point_of_interest', 'establishment']",59.0,59.8478277,30.16759979999999,['Проспект Ветеранов'],4.752367055002033,2,2,0,4,7,0,13.027185448525938,200.6
Kafe-Bar,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",15.0,59.84170400000001,30.17385909999999,['Проспект Ветеранов'],4.355485527592943,0,0,2,1,4,0,13.314823620400611,60.0
shaverma VIP,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",22.0,59.8507998,30.1840484,['Проспект Ветеранов'],3.9119751919698973,2,2,5,1,5,0,12.170233123975768,96.80000000000001
"Kafe Bar ""Rodnichok"", Shaverma",,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']",8.0,59.8470544,30.2070602,['Проспект Ветеранов'],2.5595457369017725,0,0,1,2,6,0,11.724167837240907,26.4
Шаверма,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.8416842,30.209093,['Проспект Ветеранов'],2.3801111308968568,0,0,2,2,7,0,12.163685430780165,15.0
Vkusnaya Shaverma,,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",134.0,59.84429659999999,30.2314764,['Проспект Ветеранов'],1.1567815541699351,4,0,2,0,10,0,11.288031358318221,549.4
Kafe Zvezdochka,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.844037500000006,30.23050589999999,['Проспект Ветеранов'],1.203673136252927,4,0,2,0,9,0,11.338765056764435,4.0
Osh,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",31.0,59.85162380000001,30.21946710000001,['Проспект Ветеранов'],2.1003842013301184,0,1,9,0,12,0,10.916861999679083,136.4
Кафе Садж Кебаб,,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",178.0,59.84590710000001,30.2462002,['Проспект Ветеранов'],0.5394561736026963,4,0,16,2,14,0,10.76818978399997,765.4
Muka,,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']",17.0,59.8500703,30.2443569,['Проспект Ветеранов'],0.9974481117165588,0,0,6,2,9,0,10.390214040948687,64.6
Coffee Like,2.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.842723,30.2486461,['Проспект Ветеранов'],0.18761532581808674,4,0,16,0,16,0,11.039893800169843,14.100000000000001
Mr.Black Coffee,,4.6,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",110.0,59.8425456,30.247704100000004,['Проспект Ветеранов'],0.22764607849452226,4,0,16,0,16,0,11.078496112260751,505.99999999999994
Kafe Stolovaya,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",14.0,59.84175449999999,30.25117770000001,['Проспект Ветеранов'],0.024798450993928484,4,0,16,0,15,0,11.086369358529325,56.0
Tsekh85,,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",188.0,59.8490218,30.2674145,['Ленинский проспект'],0.2997576684515953,0,0,11,0,17,0,10.012509877624773,864.8
Sever-Metropol',2.0,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",86.0,59.8491119,30.2693872,['Ленинский проспект'],0.2924500488473445,0,0,14,0,16,0,9.968289413596647,369.8
Loza,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.8457083,30.2541502,['Проспект Ветеранов'],0.450860444886007,0,0,14,2,17,0,10.615478760955735,25.0
Narodnoye,2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",142.0,59.84688899999999,30.280717100000004,['Ленинский проспект'],0.877858612086302,2,2,21,0,12,0,10.03071994164472,624.8000000000001
Bonzhur,,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",9.0,59.8491661,30.2811352,['Ленинский проспект'],0.7730039936712084,0,2,21,0,14,0,9.779048309851452,38.699999999999996
Hausbrandt,,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,59.843496,30.296768,['Московская'],1.72393520728076,2,0,6,0,6,0,10.223465402567157,22.799999999999997
Auktsion,1.0,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.85027099999999,30.300865500000004,['Московская'],1.215137816496617,2,0,14,0,23,0,9.443256597070524,9.0
Kafe Karavan,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,59.8453904,30.293892100000004,['Ленинский проспект'],1.5974637130248492,2,0,5,0,9,0,10.04107683236207,30.0
Пекарня La Brioche,,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",42.0,59.84943809999999,30.3172506,['Московская'],0.4138613139108848,2,0,15,6,36,0,9.451860946988257,176.4
Korzhov,2.0,4.5,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",373.0,59.8500724,30.3208021,['Московская'],0.2489097199173913,2,0,11,6,44,0,9.374814379948857,1678.5
Chaynikoff,2.0,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",676.0,59.849523700000006,30.3205239,['Московская'],0.3118678459969897,2,0,15,6,44,0,9.43628094084665,2839.2000000000003
Tsekh85,2.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",131.0,59.848308,30.317099,['Московская'],0.5188313715448727,2,0,14,6,31,0,9.578013354470745,615.7
Beans coffee,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.848817,30.3209049,['Московская'],0.3830150395165078,2,0,15,6,44,0,9.514523437180415,15.0
Bistro Po-Vostochnomu,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.84912680000001,30.3146436,['Московская'],0.544328768460001,2,0,15,6,35,0,9.493836964203847,10.0
Cafe 24,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",90.0,59.8479639,30.3223242,['Московская'],0.4710980943933246,2,0,12,6,36,0,9.608231168005894,396.00000000000006
Kafeteriy,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.84873899999999,30.322209,['Московская'],0.38469787693228624,2,0,9,6,41,0,9.521967224967435,10.0
Coffeeshop Company,2.0,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",231.0,59.84891990000001,30.3221845,['Московская'],0.3645458147519384,2,0,9,6,42,0,9.50183322252354,970.2
Tili-Testo,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.8490285,30.322323600000004,['Московская'],0.3525063626264172,2,0,9,6,41,0,9.489634054906748,8.0
Lindfors,2.0,4.4,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",255.0,59.85027779999999,30.3208333,['Московская'],0.2267153983163004,2,0,11,6,45,0,9.351898227406066,1122.0
Coffee Like,2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",42.0,59.85049540000001,30.3207377,['Московская'],0.20615712058964106,2,0,11,4,45,0,9.327779063068856,184.8
"Кофе С Собой ,coffee Gold",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,59.8448529,30.3230807,['Московская'],0.8191157860831464,0,0,6,5,20,0,9.954383224371787,20.0
PitaGrill,,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",23.0,59.85147420000001,30.3100197,['Московская'],0.6876994085629129,2,0,14,4,41,0,9.251772121313298,110.39999999999999
HARD COFFEE,,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",90.0,59.8514983,30.3093029,['Московская'],0.7273275382014833,2,0,14,3,38,0,9.252689837609818,432.0
Pirat,,4.2,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",98.0,59.8450689,30.3389611,['Московская'],1.2295828900881955,0,0,5,0,8,0,9.963171528190385,411.6
Empire of Ice cream,,2.3,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.84633760000001,30.33899969999999,['Московская'],1.1452289596967309,0,0,9,0,17,0,9.822480768431404,6.8999999999999995
Topo-Lya,,4.4,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",7.0,59.8497823,30.3392894,['Московская'],0.9944600030002304,0,0,16,0,23,0,9.441491122533257,30.800000000000004
Шаверма Fresh,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.84350500000001,30.330818100000005,['Московская'],1.0815383452310052,0,0,4,4,13,0,10.110530817925827,12.0
Шаверма/Фалафель/Кофе,,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",107.0,59.850872,30.3249142,['Московская'],0.21134892517469306,2,0,9,4,38,0,9.283534754985695,449.40000000000003
Shaverma,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",56.0,59.8457988,30.372835700000003,['Дунайская'],1.433953742354836,0,0,4,0,10,0,10.21435991769762,246.40000000000003
City Bakery,,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",98.0,59.84481450000001,30.37497579999999,['Дунайская'],1.2771563224972158,0,0,4,0,11,0,10.35223811228257,450.79999999999995
"Pekarnya ""Bukhanka""",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.8496493,30.3627923,['Звёздная'],1.9730156137645043,2,0,4,0,9,0,9.661109089068928,5.0
Side,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,59.8473032,30.3769365,['Дунайская'],1.3345934948462026,0,0,0,0,10,0,10.117107008362108,16.0
Adzhika,2.0,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",297.0,59.8416472,30.39138909999999,['Дунайская'],0.3091843060428821,0,0,4,0,11,0,10.97110564447013,1336.5
Кофе С Собой Coffee Emoji,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.84524210000001,30.38915859999999,['Дунайская'],0.7053372153560551,0,0,3,0,16,0,10.551982008773825,10.0
Булочная Ф. Вольчека № 68,1.0,4.7,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",88.0,59.84463410000001,30.39134390000001,['Дунайская'],0.5901657131617233,0,0,5,0,15,0,10.65800885528706,413.6
Ip Gavin A.m,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.8463251,30.3796766,['Дунайская'],1.1467298579468528,0,0,0,0,11,0,10.266588512814083,4.0
STOLI,2.0,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",153.0,59.8457895,30.378582,['Дунайская'],1.158941171337617,0,0,0,0,11,0,10.305327268743453,688.5
Adzhika Kafe,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.84143599999999,30.390306899999995,['Дунайская'],0.3423915645292457,0,0,4,0,12,0,10.97271997876247,8.0
Delivery Company,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.841876600000006,30.4032577,['Дунайская'],0.499841659321625,0,0,4,0,9,0,11.19199027977062,9.0
Vitamin,1.0,3.5,"['cafe', 'food', 'point_of_interest', 'establishment']",21.0,59.84589390000001,30.42258799999999,['Дунайская'],1.670495338750222,0,1,0,0,4,0,11.268164190339583,73.5
Tasty Shaverma,2.0,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",167.0,59.844945900000006,30.4157043,['Дунайская'],1.276696314975926,0,1,0,0,3,0,11.179245769071262,718.1
Veranda,2.0,4.5,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",142.0,59.8481214,30.51181099999999,['Рыбацкое'],2.0169784070400616,0,0,1,0,1,0,14.211972986960337,639.0
"Confectionery ""Piter Bakery""",,4.7,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",77.0,59.8533971,30.155495,['Проспект Ветеранов'],5.534884511340387,0,0,1,0,17,0,13.057451770033998,361.90000000000003
Borgata Lounge,,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",37.0,59.85310629999999,30.155457,['Проспект Ветеранов'],5.529561545059626,0,0,3,0,17,0,13.081377040889558,170.2
Шаверма,,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']",8.0,59.85841509999999,30.1978454,['Проспект Ветеранов'],3.5288651358918366,0,0,6,0,15,0,11.023219880653581,30.4
Lavka Pekarya,,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",49.0,59.8533356,30.1928999,['Проспект Ветеранов'],3.5263780335337502,0,0,6,0,12,0,11.635987575802446,230.3
